Player_Id,Player_Name,Batting_Hand,Bowling_Skill,Country,Is_Umpire
133,SR Tendulkar,Right_Hand,Right-arm offbreak,India,0
134,U Kaul,Left_Hand,NULL,India,0
135,TM Dilshan,Right_Hand,Right-arm offbreak,Sri Lanka,0
136,A Mishra,Right_Hand,Legbreak,India,0
137,AD Mascarenhas,Right_Hand,Right-arm fast-medium,England,0
138,NK Patel,Left_Hand,NULL,India,0
139,LA Pomersbach,Left_Hand,Right-arm offbreak,Australia,0
140,Iqbal Abdulla,Left_Hand,Slow left-arm orthodox,India,0
141,Younis Khan,Right_Hand,Right-arm medium,Pakistan,0
142,PM Sarvesh Kumar,Right_Hand,Right-arm medium,India,0
143,DP Vijaykumar,Right_Hand,Right-arm medium,India,0
144,Shoaib Akhtar,Right_Hand,Right-arm fast,Pakistan,0
145,Abdur Razzak,Left_Hand,Slow left-arm orthodox,Bangladesh,0
146,H Das,Right_Hand,NULL,India,0
147,DR Smith,Right_Hand,Right-arm medium,West Indies,0
148,SD Chitnis,Right_Hand,Right-arm offbreak,India,0
149,CRD Fernando,Right_Hand,Right-arm fast-medium,Sri Lanka,0
150,VS Yeligati,Right_Hand,Right-arm offbreak,India,0
151,L Balaji,Right_Hand,Right-arm medium-fast,India,0
152,A Mukund,Left_Hand,Legbreak googly,India,0
153,RR Powar,Right_Hand,Right-arm offbreak,India,0
154,JP Duminy,Left_Hand,Right-arm offbreak,South Africa,0
155,A Flintoff,Right_Hand,Right-arm fast-medium,England,0
156,T Thushara,Left_Hand,Left-arm fast-medium,Sri Lanka,0
157,JD Ryder,Left_Hand,Right-arm medium,New Zealand,0
158,KP Pietersen,Right_Hand,Right-arm offbreak,South Africa,0
159,T Henderson,Right_Hand,Right-arm fast-medium,South Africa,0
160,Kamran Khan,Left_Hand,Left-arm medium-fast,India,0
161,RS Bopara,Right_Hand,Right-arm medium,England,0
162,CH Gayle,Left_Hand,Right-arm offbreak,West Indies,0
163,MC Henriques,Right_Hand,Right-arm fast-medium,Australia,0
164,R Bishnoi,Right_Hand,Right-arm medium-fast,India,0
165,FH Edwards,Right_Hand,Right-arm fast,West Indies,0
166,KV Sharma,Left_Hand,Legbreak googly,India,0
167,PC Valthaty,Right_Hand,Right-arm medium,India,0
168,RJ Quiney,Left_Hand,Right-arm medium,Australia,0
169,AS Raut,Right_Hand,Legbreak googly,India,0
170,Yashpal Singh,Right_Hand,Right-arm medium,India,0
171,M Manhas,Right_Hand,Right-arm offbreak,India,0
172,AA Bilakhia,Right_Hand,Right-arm medium,India,0
173,AN Ghosh,Right_Hand,Right-arm medium,India,0
174,BAW Mendis,Right_Hand,Right-arm offbreak,Sri Lanka,0
175,DL Vettori,Left_Hand,Slow left-arm orthodox,New Zealand,0
176,MN van Wyk,Right_Hand,Slow left-arm orthodox,South Africa,0
177,RE van der Merwe,Right_Hand,Slow left-arm orthodox,South Africa,0
178,TL Suman,Right_Hand,Right-arm offbreak,India,0
179,Shoaib Ahmed,Right_Hand,Right-arm fast-medium,Pakistan,0
180,GR Napier,Right_Hand,Right-arm medium,England,0
181,KP Appanna,Right_Hand,Slow left-arm orthodox,India,0
182,LA Carseldine,Left_Hand,Left-arm medium,Australia,0
183,NV Ojha,Right_Hand,NULL,India,0
184,SM Harwood,Right_Hand,Right-arm fast-medium,Australia,0
185,M Vijay,Right_Hand,Right-arm offbreak,India,0
186,SB Jakati,Left_Hand,Slow left-arm orthodox,India,0
187,DA Warner,Left_Hand,Legbreak,Australia,0
188,RJ Harris,Right_Hand,Right-arm fast,Australia,0
189,D du Preez,Right_Hand,Right-arm fast-medium,South Africa,0
190,M Morkel,Left_Hand,Right-arm fast,South Africa,0
191,AD Mathews,Right_Hand,Right-arm fast-medium,Sri Lanka,0
192,J Botha,Right_Hand,Right-arm offbreak,South Africa,0
193,C Nanda,Right_Hand,Legbreak,India,0
194,SL Malinga,Right_Hand,Right-arm fast,Sri Lanka,0
195,Mashrafe Mortaza,Right_Hand,Right-arm fast-medium,Bangladesh,0
196,A Singh,Right_Hand,Right-arm medium-fast,India,0
197,GJ Bailey,Right_Hand,Right-arm medium,Australia,0
198,AB McDonald,Right_Hand,Right-arm fast-medium,Australia,0
199,Y Nagar,Right_Hand,Right-arm offbreak,India,0
200,SS Shaikh,Right_Hand,Right-arm medium,India,0
201,R Ashwin,Right_Hand,Right-arm offbreak,India,0
202,Mohammad Ashraful,Right_Hand,Right-arm offbreak,Bangladesh,0
203,CA Pujara,Right_Hand,Legbreak,India,0
204,OA Shah,Right_Hand,Right-arm offbreak,England,0
205,Anirudh Singh,Left_Hand,Right-arm medium,India,0
206,Jaskaran Singh,Right_Hand,Right-arm medium,India,0
207,AP Tare,Right_Hand,NULL,India,0
208,AT Rayudu,Right_Hand,Right-arm offbreak,India,0
209,R Sathish,Right_Hand,Right-arm medium,India,0
210,R McLaren,Left_Hand,Right-arm medium-fast,South Africa,0
211,AA Jhunjhunwala,Right_Hand,Right-arm offbreak,India,0
212,P Dogra,Right_Hand,Legbreak,India,0
213,A Uniyal,Left_Hand,Left-arm medium,India,0
214,MS Bisla,Right_Hand,NULL,India,0
215,YA Abdulla,Left_Hand,Left-arm fast-medium,India,0
216,EJG Morgan,Left_Hand,Right-arm medium,England,0
217,JM Kemp,Right_Hand,Right-arm fast-medium,South Africa,0
218,S Tyagi,Right_Hand,Right-arm medium,India,0
219,RS Gavaskar,Left_Hand,Slow left-arm orthodox,India,0
